costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,tic,weburl
A,USD,STD,INDL,C,165123,2010-01-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2011-01-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2012-01-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2013-01-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2014-01-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2015-01-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2015-12-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2016-12-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2017-12-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2018-12-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2019-12-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2020-12-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2021-12-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2022-12-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2023-12-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2024-12-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165123,2025-12-31,LEIDOS HOLDINGS INC,LDOS,www.leidos.com
A,USD,STD,INDL,C,165746,2010-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2011-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2012-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2013-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2014-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2015-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2016-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2017-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2018-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2019-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2020-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2021-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2022-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2023-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2024-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165746,2025-12-31,LIVE NATION ENTERTAINMENT,LYV,www.livenationentertainment.com
A,USD,STD,INDL,C,165914,2010-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2011-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2012-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2013-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2014-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2015-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2016-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2017-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2018-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2019-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2020-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2021-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2022-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2023-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2024-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165914,2025-12-31,CHIPOTLE MEXICAN GRILL INC,CMG,www.chipotle.com
A,USD,STD,INDL,C,165993,2010-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2011-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2012-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2013-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2014-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2015-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2016-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2017-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2018-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2019-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2020-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2021-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2022-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2023-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2024-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,165993,2025-12-31,FIDELITY NATIONAL INFO SVCS,FIS,www.fisglobal.com
A,USD,STD,INDL,C,170617,2010-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2011-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2012-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2013-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2014-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2015-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2016-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2017-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2018-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2019-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2020-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2021-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2022-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2023-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2024-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170617,2025-12-31,META PLATFORMS INC,META,www.meta.com
A,USD,STD,INDL,C,170750,2010-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2011-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2012-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2013-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2014-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2015-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2016-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2017-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2018-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2019-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2020-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2021-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2022-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2023-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2024-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170750,2025-12-31,DIAMONDBACK ENERGY INC,FANG,www.diamondbackenergy.com
A,USD,STD,INDL,C,170841,2010-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2011-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2012-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2013-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2014-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2015-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2016-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2017-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2018-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2019-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2020-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2021-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2022-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2023-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2024-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,170841,2025-12-31,PHILLIPS 66,PSX,www.phillips66.com
A,USD,STD,INDL,C,171007,2010-06-30,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2011-06-30,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2012-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2013-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2014-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2015-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2016-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2017-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2018-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2019-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2020-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2021-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2022-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2023-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2024-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171007,2025-12-31,SERVICENOW INC,NOW,www.servicenow.com
A,USD,STD,INDL,C,171067,2010-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2011-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2012-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2013-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2014-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2015-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2016-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2017-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2018-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2019-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2020-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2021-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2022-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2023-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2024-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,171067,2025-07-31,PALO ALTO NETWORKS INC,PANW,www.paloaltonetworks.com
A,USD,STD,INDL,C,175404,2010-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2011-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2012-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2013-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2014-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2015-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2016-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2017-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2018-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2019-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2020-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2021-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2022-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2023-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2024-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,175404,2025-12-31,FIRST SOLAR INC,FSLR,www.firstsolar.com
A,USD,STD,INDL,C,176567,2010-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2011-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2012-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2013-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2014-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2015-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2016-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2017-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2018-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2019-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2020-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2021-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2022-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2023-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2024-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,INDL,C,176567,2025-06-30,SUPER MICRO COMPUTER INC,SMCI,www.supermicro.com
A,USD,STD,FS,C,176701,2010-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2010-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2011-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2011-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2012-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2012-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2013-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2013-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2014-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2014-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2015-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2015-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2016-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2016-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2017-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2017-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2018-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2018-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2019-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2019-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2020-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2020-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2021-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2021-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2022-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2022-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2023-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2023-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2024-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2024-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,FS,C,176701,2025-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176701,2025-12-31,INTERACTIVE BROKERS GROUP,IBKR,www.interactivebrokers.com
A,USD,STD,INDL,C,176928,2010-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2011-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2012-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2013-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2014-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2015-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2016-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2017-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2018-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2019-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2020-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2021-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2022-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2023-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2024-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,INDL,C,176928,2025-06-30,BROADRIDGE FINANCIAL SOLUTNS,BR,www.broadridge.com
A,USD,STD,FS,C,177088,2010-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2010-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2011-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2011-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2012-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2012-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2013-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2013-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2014-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2014-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2015-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2015-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2016-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2016-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2017-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2017-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2018-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2018-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2019-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2019-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2020-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2020-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2021-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2021-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2022-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2022-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2023-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2023-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2024-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2024-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,FS,C,177088,2025-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177088,2025-12-31,BLACKSTONE INC,BX,www.blackstone.com
A,USD,STD,INDL,C,177227,2010-12-31,INSULET CORP,PODD,www.insulet.com
A,USD,STD,INDL,C,177227,2011-12-31,INSULET CORP,PODD,www.insulet.com
A,USD,STD,INDL,C,177227,2012-12-31,INSULET CORP,PODD,www.insulet.com
A,USD,STD,INDL,C,177227,2013-12-31,INSULET CORP,PODD,www.insulet.com
A,USD,STD,INDL,C,177227,2014-12-31,INSULET CORP,PODD,www.insulet.com
